OID,bonusPointsEarned,bonusPointsEarnedReason,CREATEDATE,DATESCANNED,FINISHEDDATE,MODIFYDATE,AWARDDATE,pointsEarned,PURCHASEDATE,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
5ffc9da10a7214adca00004d,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11 13:49:05,2021-01-11 13:49:05,2021-01-11 13:49:06,2021-01-11 13:49:10,2021-01-11 13:49:06,500,2021-01-10 19:00:00,4,FINISHED,27,5ffc9da0b3348b11c9338951
5ffc9dc60a7214adca00005a,,,2021-01-11 13:49:42,2021-01-11 13:49:42,,2021-01-11 13:49:43,,,2017-10-29 20:00:00,3,REJECTED,3,5ffc9d87b3348b11c9338920
5ffcb48d0a7214ad4e000002,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11 15:26:53,2021-01-11 15:26:53,,2021-01-11 15:26:55,2021-01-11 15:26:55,750,2021-01-10 15:26:53,1,FLAGGED,1,5ffcb48d04929111f6e92594
5ffc9da20a7214adca00004e,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11 13:49:06,2021-01-11 13:49:06,2021-01-11 13:49:07,2021-01-11 13:49:11,2021-01-11 13:49:07,300,2021-01-10 19:00:00,4,FINISHED,29,5ffc9da0b3348b11c9338951
5ffc8fa90a720f05c500002a,5,All-receipts receipt bonus,2021-01-11 12:49:29,2021-01-11 12:49:29,2021-01-11 12:49:30,2021-01-11 12:49:30,2021-01-11 12:49:30,5,2021-01-11 12:49:29,1,FINISHED,2.23,5ffc8f9704929111f6e922bf
5ffc9dd00a720f05c5000051,25,COMPLETE_NONPARTNER_RECEIPT,2021-01-11 13:49:52,2021-01-11 13:49:52,,2021-01-11 13:49:52,,25,2021-01-10 13:49:52,1,FLAGGED,1,5ffc9d87b3348b11c9338920
5ffcb4ad0a720f0515000009,5,All-receipts receipt bonus,2021-01-11 15:27:25,2021-01-11 15:27:25,2021-01-11 15:27:30,2021-01-11 15:27:30,2021-01-11 15:27:25,5,2021-01-10 15:27:25,2,FINISHED,1,5ffcb47d04929111f6e9256c
5ffcb4c10a7214ad4e000014,5,All-receipts receipt bonus,2021-01-11 15:27:45,2021-01-11 15:27:45,2021-01-11 15:27:45,2021-01-11 15:27:50,2021-01-11 15:27:45,5,2021-01-10 19:00:00,3,FINISHED,20,5ffcb4bc04929111f6e92608
5ffc9d9d0a720f05c5000042,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11 13:49:01,2021-01-11 13:49:01,2021-01-11 13:49:02,2021-01-11 13:49:06,2021-01-11 13:49:02,750,2021-01-10 19:00:00,2,FINISHED,26,5ffc9d9d04929111f6e9244f
5ffc9d9c0a7214adca00004b,5,All-receipts receipt bonus,2021-01-11 13:49:00,2021-01-11 13:49:00,,2021-01-11 13:49:05,,5,2021-01-10 19:00:00,1,REJECTED,10,5ffc9d9cb3348b11c933893f
5ffc8fa10a7214adca00002e,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11 12:49:21,2021-01-11 12:49:21,2021-01-11 12:49:28,2021-01-11 12:49:28,2021-01-11 12:49:21,250,2021-01-10 12:49:21,2,FINISHED,1,5ffc8f9704929111f6e922bf
5ffcb4c90a7214ad4e000016,,,2021-01-11 15:27:53,2021-01-11 15:27:53,2021-01-11 15:27:54,2021-01-11 15:27:54,2021-01-11 15:27:53,100,2021-01-03 19:00:00,1,FINISHED,10,5ffcb47d04929111f6e9256c
5ffc8cb40a720f05c5000025,,,2021-01-11 2:36:52,2021-01-11 2:36:52,2021-01-11 7:36:56,2021-01-11 7:36:56,,0,2021-01-10 9:00:00,1,FINISHED,3.09,5ffc8cb304929111f6e9229d
5ffcb4b80a7214ad4e00000d,5,All-receipts receipt bonus,2021-01-11 15:27:36,2021-01-11 15:27:36,,2021-01-11 15:27:41,,5,2021-01-10 19:00:00,1,REJECTED,10,5ffcb4b8b3348b11c9338ae1
5ffcb4a20a720f0515000006,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11 15:27:14,2021-01-11 15:27:14,2021-01-11 15:27:19,2021-01-11 15:27:19,2021-01-11 15:27:14,100,2021-01-10 15:27:14,2,FINISHED,1,5ffcb47d04929111f6e9256c
5ffc8f990a7214adca00002d,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11 12:49:13,2021-01-11 12:49:13,2021-01-11 12:49:18,2021-01-11 12:49:18,2021-01-11 12:49:18,885,2021-01-10 12:49:13,2,FINISHED,2,5ffc8f9704929111f6e922bf
5ffe1cbe0a7214ad28002843,,,2021-01-12 17:03:42,2021-01-12 17:03:42,2021-01-12 17:03:42,2021-01-12 17:03:42,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffce7db0a720f051500236e,,,2021-01-11 19:05:47,2021-01-11 19:05:47,2021-01-11 19:05:49,2021-01-11 19:05:47,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffce8570a7214ad4e003e6f,,,2021-01-11 19:07:51,2021-01-11 19:07:51,,2021-01-11 19:07:51,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffce8310a7214ad4e003797,,,2021-01-11 19:07:13,2021-01-11 19:07:13,2021-01-11 19:07:14,2021-01-11 19:07:13,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe19d90a7214ad28000e62,,,2021-01-12 16:51:21,2021-01-12 16:51:21,2021-01-12 16:51:21,2021-01-12 16:51:21,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe1d030a720f05ac002c9e,,,2021-01-12 17:04:51,2021-01-12 17:04:51,2021-01-12 17:04:51,2021-01-12 17:04:51,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffce8250a7214ad4e0034de,,,2021-01-11 19:07:00,2021-01-11 19:07:00,,2021-01-11 19:07:00,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffcefb00a720f0515005e8d,,,2021-01-11 19:39:12,2021-01-11 19:39:12,,2021-01-11 19:39:12,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffce76e0a720f0515000b48,,,2021-01-11 19:03:58,2021-01-11 19:03:58,2021-01-11 19:04:00,2021-01-11 19:03:58,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe23560a720f05ac006874,,,2021-01-12 17:31:50,2021-01-12 17:31:50,2021-01-12 17:31:50,2021-01-12 17:31:50,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe22a20a720f05ac0061d7,,,2021-01-12 17:28:50,2021-01-12 17:28:50,2021-01-12 17:28:50,2021-01-12 17:28:50,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe1dc20a7214ad28003180,,,2021-01-12 17:08:02,2021-01-12 17:08:02,2021-01-12 17:08:03,2021-01-12 17:08:02,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffce88b0a7214ad4e004b22,,,2021-01-11 19:08:42,2021-01-11 19:08:42,,2021-01-11 19:08:42,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffce7a70a720f05150016b0,,,2021-01-11 19:04:55,2021-01-11 19:04:55,,2021-01-11 19:04:55,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffe1aa90a7214ad280015e8,,,2021-01-12 16:54:49,2021-01-12 16:54:49,2021-01-12 16:54:49,2021-01-12 16:54:49,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffcef5a0a720f0515004f1a,,,2021-01-11 19:37:46,2021-01-11 19:37:46,2021-01-11 19:37:46,2021-01-11 19:37:46,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe23d70a7214ad280068f6,,,2021-01-12 17:33:59,2021-01-12 17:33:59,2021-01-12 17:33:59,2021-01-12 17:33:59,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe18b10a7214ad280003d1,,,2021-01-12 16:46:25,2021-01-12 16:46:25,2021-01-12 16:46:25,2021-01-12 16:46:25,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffcef630a720f05150050ae,,,2021-01-11 19:37:55,2021-01-11 19:37:55,2021-01-11 19:37:55,2021-01-11 19:37:55,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffce7ae0a7214ad4e001851,,,2021-01-11 19:05:01,2021-01-11 19:05:01,,2021-01-11 19:05:01,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffce8150a7214ad4e0030a3,,,2021-01-11 19:06:44,2021-01-11 19:06:44,,2021-01-11 19:06:44,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffe20290a720f05ac004a84,,,2021-01-12 17:18:17,2021-01-12 17:18:17,2021-01-12 17:18:17,2021-01-12 17:18:17,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe1c520a7214ad2800245c,,,2021-01-12 17:01:54,2021-01-12 17:01:54,2021-01-12 17:01:54,2021-01-12 17:01:54,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe1b630a7214ad28001c79,,,2021-01-12 16:57:55,2021-01-12 16:57:55,2021-01-12 16:57:55,2021-01-12 16:57:55,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffce8250a720f0515003510,,,2021-01-11 19:07:01,2021-01-11 19:07:01,,2021-01-11 19:07:01,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffe1fa40a7214ad2800427f,,,2021-01-12 17:16:04,2021-01-12 17:16:04,2021-01-12 17:16:04,2021-01-12 17:16:04,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffce78c0a7214ad4e001045,,,2021-01-11 19:04:27,2021-01-11 19:04:27,,2021-01-11 19:04:27,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffe23cf0a720f05ac006cc2,,,2021-01-12 17:33:51,2021-01-12 17:33:51,2021-01-12 17:33:51,2021-01-12 17:33:51,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffcef570a720f0515004e91,,,2021-01-11 19:37:43,2021-01-11 19:37:43,2021-01-11 19:37:43,2021-01-11 19:37:43,,,2021-01-11 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffce8000a7214ad4e002b57,,,2021-01-11 19:06:22,2021-01-11 19:06:22,,2021-01-11 19:06:22,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5fff26c20a7214ad4c00000a,5,All-receipts receipt bonus,2021-01-13 11:58:42,2021-01-13 11:58:42,2021-01-13 11:58:43,2021-01-13 11:58:48,2021-01-13 11:58:43,5,2021-01-12 19:00:00,2,FINISHED,29,5fff26bfb3348b03eb45bb32
5fff0f630a7214ad28006e2d,5,All-receipts receipt bonus,2021-01-13 10:18:59,2021-01-13 10:18:59,2021-01-13 10:19:00,2021-01-13 10:19:00,2021-01-13 10:19:00,55,2021-01-13 10:18:59,1,FINISHED,0.99,5fff0f4fb3348b03eb45abb0
5fff56370a720f05f3000033,45,COMPLETE_PARTNER_RECEIPT,2021-01-13 15:21:11,2021-01-13 15:21:11,2021-01-13 15:21:12,2021-01-13 15:21:12,2021-01-13 15:21:12,50,2021-01-12 15:21:11,1,FINISHED,1,54943462e4b07e684157a532
5fff4ca00a7214ad4c000029,,,2021-01-13 14:40:16,2021-01-13 14:40:16,2021-01-13 14:40:17,2021-01-13 14:40:17,2021-01-13 14:40:17,800,2021-01-12 14:40:16,9,FINISHED,89.91,5fff4beedf9ace121f0c17ea
5fff26ee0a720f05f300001a,25,COMPLETE_NONPARTNER_RECEIPT,2021-01-13 11:59:26,2021-01-13 11:59:26,2021-01-13 11:59:26,2021-01-13 11:59:26,2021-01-13 11:59:26,25,2021-02-13 11:59:26,1,FINISHED,1,5fff2698b3348b03eb45bb10
5fff4c910a720f05f3000026,,,2021-01-13 14:40:01,2021-01-13 14:40:01,2021-01-13 14:40:02,2021-01-13 14:40:02,2021-01-13 14:40:02,250,2020-12-29 19:00:00,5,FINISHED,49.95,5fff4beedf9ace121f0c17ea
5ffe17e20a720f05ac0000e7,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-12 16:42:58,2021-01-12 16:42:58,,2021-01-13 11:00:54,,750,2021-01-11 19:00:00,1,REJECTED,2.29,5ffe115404929101d0aaebb2
5fff561b0a720f05f300002e,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-13 15:20:43,2021-01-13 15:20:43,2021-01-13 15:20:45,2021-01-13 15:20:45,2021-01-13 15:20:45,1750,2021-01-13 15:20:43,1,FINISHED,10,5fff561abd4dff11dda8fa2b
5fff26fd0a720f05f300001d,5,All-receipts receipt bonus,2021-01-13 11:59:41,2021-01-13 11:59:41,,2021-01-13 11:59:41,2021-01-13 11:59:41,2005,2021-01-12 11:59:41,1,FLAGGED,1,5fff2698b3348b03eb45bb10
5fff26fb0a7214ad4c000019,25,COMPLETE_NONPARTNER_RECEIPT,2021-01-13 11:59:39,2021-01-13 11:59:39,2021-01-13 11:59:41,2021-01-13 11:59:45,2021-01-13 11:59:41,35,2021-01-12 11:59:39,1,FINISHED,1,5fff2698b3348b03eb45bb10
5fff564a0a7214ad4c000030,45,COMPLETE_PARTNER_RECEIPT,2021-01-13 15:21:30,2021-01-13 15:21:30,2021-01-13 15:21:30,2021-01-13 15:21:30,2021-01-13 15:21:30,50,2021-01-12 15:21:30,1,FINISHED,1,5fff55dabd4dff11dda8f5f1
5fff4c8e0a720f05f3000025,45,COMPLETE_PARTNER_RECEIPT,2021-01-13 14:39:58,2021-01-13 14:39:58,2021-01-13 14:39:58,2021-01-13 14:39:58,2021-01-13 14:39:58,50,2021-01-12 14:39:58,1,FINISHED,1,5fff4beedf9ace121f0c17ea
5fff4c810a720f05f3000023,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-13 14:39:45,2021-01-13 14:39:45,2021-01-13 14:39:46,2021-01-13 14:39:46,2021-01-13 14:39:46,250,2021-01-12 14:39:45,1,FINISHED,10,5fff4beedf9ace121f0c17ea
5fff4c8a0a7214ad4c000025,5,All-receipts receipt bonus,2021-01-13 14:39:54,2021-01-13 14:39:54,2021-01-13 14:39:55,2021-01-13 14:39:55,2021-01-13 14:39:55,5,2021-01-10 1:00:00,5,FINISHED,49.95,5fff4beedf9ace121f0c17ea
5fff4c8c0a7214ad4c000026,5,All-receipts receipt bonus,2021-01-13 14:39:56,2021-01-13 14:39:56,2021-01-13 14:39:57,2021-01-13 14:39:57,2021-01-13 14:39:57,5,2021-01-02 1:00:00,5,FINISHED,49.95,5fff4beedf9ace121f0c17ea
5fff564d0a720f05f3000038,,,2021-01-13 15:21:33,2021-01-13 15:21:33,2021-01-13 15:21:33,2021-01-13 15:21:33,2021-01-13 15:21:33,250,2021-01-10 1:00:00,5,FINISHED,49.95,5fff55dabd4dff11dda8f5f1
5fff26cb0a7214ad4c00000e,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-13 11:58:51,2021-01-13 11:58:51,2021-01-13 11:58:53,2021-01-13 11:58:53,2021-01-13 11:58:53,295,2021-01-12 11:58:51,2,FINISHED,2,5fff2698b3348b03eb45bb10
5fff4ca90a720f05f300002a,45,COMPLETE_PARTNER_RECEIPT,2021-01-13 14:40:25,2021-01-13 14:40:25,2021-01-13 14:40:26,2021-01-13 14:40:26,2021-01-13 14:40:26,100,2021-01-13 14:40:25,1,FINISHED,0.99,5fff4beedf9ace121f0c17ea
5fff0f8c0a7214ad28006e32,5,All-receipts receipt bonus,2021-01-13 10:19:40,2021-01-13 10:19:40,2021-01-13 10:19:40,2021-01-13 10:19:40,2021-01-13 10:19:40,305,2021-01-12 10:19:40,1,FINISHED,1,5fff0f4fb3348b03eb45abb0
5fff26990a720f05f300000b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-13 11:58:01,2021-01-13 11:58:01,2021-01-13 12:13:04,2021-01-13 12:13:04,2021-01-13 11:58:04,750,2021-01-11 19:00:00,5,FINISHED,50,5fff2698b3348b03eb45bb10
5fff26c40a720f05f3000014,5,All-receipts receipt bonus,2021-01-13 11:58:44,2021-01-13 11:58:44,2021-01-13 11:58:45,2021-01-13 11:58:49,2021-01-13 11:58:45,5,2021-01-12 19:00:00,3,FINISHED,22,5fff26bfb3348b03eb45bb32
5fff26d70a7214ad4c00000f,5,All-receipts receipt bonus,2021-01-13 11:59:03,2021-01-13 11:59:03,2021-01-13 11:59:09,2021-01-13 11:59:09,2021-01-13 11:59:03,5,2021-01-12 11:59:03,2,FINISHED,1,5fff2698b3348b03eb45bb10
5fff26c60a7214ad4c00000c,5,All-receipts receipt bonus,2021-01-13 11:58:46,2021-01-13 11:58:46,2021-01-13 11:58:46,2021-01-13 11:58:51,2021-01-13 11:58:46,5,2021-01-12 19:00:00,1,FINISHED,22,5fff26bfb3348b03eb45bb32
5fff0f990a7214ad28006e36,45,COMPLETE_PARTNER_RECEIPT,2021-01-13 10:19:53,2021-01-13 10:19:53,2021-01-13 10:19:55,2021-01-13 10:19:55,2021-01-13 10:19:55,50,2021-01-12 10:19:53,1,FINISHED,1,54943462e4b07e684157a532
5fff566e0a720f05f300003f,5,All-receipts receipt bonus,2021-01-13 15:22:06,2021-01-13 15:22:06,2021-01-13 15:22:06,2021-01-13 15:22:06,2021-01-13 15:22:06,5,2021-01-08 1:00:00,5,FINISHED,49.95,5fff55dabd4dff11dda8f5f1
5fff26f10a7214ad4c000018,,,2021-01-13 11:59:29,2021-01-13 11:59:29,,2021-01-13 11:59:29,,8700,2021-02-13 11:59:29,10,FLAGGED,290,5fff2698b3348b03eb45bb10
5fff4c710a7214ad4c00001d,5,All-receipts receipt bonus,2021-01-13 14:39:29,2021-01-13 14:39:29,2021-01-13 14:39:31,2021-01-13 14:39:31,2021-01-13 14:39:31,5,2020-12-31 14:39:29,1,FINISHED,1,54943462e4b07e684157a532
5fff562e0a720f05f300002f,5,All-receipts receipt bonus,2021-01-13 15:21:02,2021-01-13 15:21:02,2021-01-13 15:21:03,2021-01-13 15:21:03,2021-01-13 15:21:03,5,2020-12-31 15:21:02,1,FINISHED,1,54943462e4b07e684157a532
5fff4c960a720f05f3000027,,,2021-01-13 14:40:06,2021-01-13 14:40:06,2021-01-13 14:40:07,2021-01-13 14:40:07,2021-01-13 14:40:07,91.2,2021-01-12 14:40:06,4,FINISHED,18.2,5fff4beedf9ace121f0c17ea
5fff4c7d0a720f05f3000022,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-13 14:39:41,2021-01-13 14:39:41,2021-01-13 14:39:42,2021-01-13 14:39:42,2021-01-13 14:39:42,750,2021-01-12 14:39:41,1,FINISHED,1,5fff4c7d61ffa811fdb0856f
6000b8770a720f05f3000069,5,All-receipts receipt bonus,2021-01-14 16:32:39,2021-01-14 16:32:39,2021-01-14 16:32:41,2021-01-14 16:32:41,2021-01-14 16:32:41,5,2021-01-01 16:32:39,1,FINISHED,1,54943462e4b07e684157a532
6000d4b10a720f05f3000076,5,All-receipts receipt bonus,2021-01-14 18:33:05,2021-01-14 18:33:05,2021-01-14 18:33:05,2021-01-14 18:33:10,2021-01-14 18:33:05,5,2021-01-13 19:00:00,3,FINISHED,21,6000d4abe2571211db395b5c
6000b8840a720f05f300006c,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14 16:32:52,2021-01-14 16:32:52,2021-01-14 16:32:52,2021-01-14 16:32:52,2021-01-14 16:32:52,750,2021-01-13 16:32:52,1,FINISHED,1,6000b884fb296c121a81ad3b
6000b8280a720f05f3000061,5,All-receipts receipt bonus,2021-01-14 16:31:20,2021-01-14 16:31:20,2021-01-14 16:31:21,2021-01-14 16:31:21,2021-01-14 16:31:21,5,2021-01-11 1:00:00,5,FINISHED,49.95,6000b7aefb296c121a8198b1
6000b8810a7214ad4c00005e,45,COMPLETE_PARTNER_RECEIPT,2021-01-14 16:32:49,2021-01-14 16:32:49,2021-01-14 16:32:50,2021-01-14 16:32:50,2021-01-14 16:32:50,50,2021-01-13 16:32:49,1,FINISHED,1,54943462e4b07e684157a532
6000d48d0a7214ad4c000063,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14 18:32:29,2021-01-14 18:32:29,2021-01-14 18:47:31,2021-01-14 18:47:31,2021-01-14 18:32:31,500,2021-01-12 19:00:00,5,FINISHED,50,6000d46cfb296c121a81b20c
6000d4b00a7214ad4c00006c,5,All-receipts receipt bonus,2021-01-14 18:33:04,2021-01-14 18:33:04,2021-01-14 18:33:04,2021-01-14 18:33:09,2021-01-14 18:33:04,5,2021-01-13 19:00:00,1,FINISHED,20,6000d4abe2571211db395b5c
6000d4d30a720f05f3000081,,,2021-01-14 18:33:39,2021-01-14 18:33:39,,2021-01-14 18:33:39,,,2017-10-29 20:00:00,3,REJECTED,3,6000d46cfb296c121a81b20c
6000b87d0a7214ad4c00005d,5,All-receipts receipt bonus,2021-01-14 16:32:45,2021-01-14 16:32:45,2021-01-14 16:32:46,2021-01-14 16:32:46,2021-01-14 16:32:46,5,2021-01-13 16:32:45,1,FINISHED,1,54943462e4b07e684157a532
6000b2be0a7214ad4c00004d,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14 16:08:14,2021-01-14 16:08:14,2021-01-14 16:08:22,2021-01-14 16:36:44,2021-01-14 16:08:22,682.4,2021-01-13 19:00:00,21,FINISHED,84.78,5e27526d0bdb6a138c32b556
6000c8460a720f05f300006f,,,2021-01-14 17:40:06,2021-01-14 17:40:06,2021-01-14 17:40:15,2021-01-14 17:40:17,2021-01-14 17:40:15,837.4,2021-01-13 19:00:00,21,FINISHED,101.75,5e27526d0bdb6a138c32b556
6000d4ae0a720f05f3000075,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14 18:33:02,2021-01-14 18:33:02,2021-01-14 18:33:03,2021-01-14 18:33:08,2021-01-14 18:33:03,100,2021-01-13 19:00:00,4,FINISHED,20,6000d4abe2571211db395b5c
6000d4aa0a720f05f3000072,,,2021-01-14 18:32:58,2021-01-14 18:32:58,,2021-01-14 18:32:58,,,,0,FLAGGED,0,6000d4aafb296c121a81b27e
6000b9b70a720f05f300006d,,,2021-01-14 16:37:59,2021-01-14 16:37:59,2021-01-14 16:38:06,2021-01-14 16:38:09,2021-01-14 16:38:06,237.8,2021-01-13 19:00:00,21,FINISHED,90.36,5e27526d0bdb6a138c32b556
600056de0a720f05f3000049,25,COMPLETE_NONPARTNER_RECEIPT,2021-01-14 9:36:14,2021-01-14 9:36:14,2021-01-14 9:36:15,2021-01-14 9:36:15,2021-01-14 9:36:15,160,2021-01-13 9:36:14,2,FINISHED,2,600056a3f7e5b011fce897b0
6000b82f0a720f05f3000063,,,2021-01-14 16:31:27,2021-01-14 16:31:27,2021-01-14 16:31:27,2021-01-14 16:31:27,2021-01-14 16:31:27,250,2021-01-09 1:00:00,5,FINISHED,49.95,6000b7aefb296c121a8198b1
6000accd0a7214ad4c00004b,,,2021-01-14 15:42:51,2021-01-14 15:42:51,,2021-01-14 15:42:51,,,,,SUBMITTED,,5a43c08fe4b014fd6b6a0612
6000d4810a720f05f3000070,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14 18:32:17,2021-01-14 18:32:17,2021-01-14 18:32:20,2021-01-14 18:32:25,2021-01-14 18:32:18,750,2021-01-13 18:32:17,2,FINISHED,11,6000d46cfb296c121a81b20c
600057040a7214ad4c000041,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14 9:36:52,2021-01-14 9:36:52,2021-01-14 9:36:53,2021-01-14 9:36:57,2021-01-14 9:36:53,750,2021-01-13 19:00:00,6,FINISHED,25,60005704bd4dff11dda90a9d
6000d4b50a720f05f3000078,5,All-receipts receipt bonus,2021-01-14 18:33:09,2021-01-14 18:33:09,,2021-01-14 18:33:14,,5,2021-01-13 19:00:00,1,REJECTED,10,6000d4b5fb296c121a81b2bd
6000d4ba0a720f05f300007a,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14 18:33:14,2021-01-14 18:33:14,,2021-01-14 18:33:15,2021-01-14 18:33:15,750,2021-01-13 18:33:14,1,FLAGGED,1,6000d4bae2571211db395b9f
6000c74b0a7214ad4c000060,,,2021-01-14 17:35:53,2021-01-14 17:35:53,,2021-01-14 17:35:53,,,,,SUBMITTED,,5a43c08fe4b014fd6b6a0612
600056d60a720f05f3000047,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14 9:36:06,2021-01-14 9:36:06,,2021-01-14 9:36:08,2021-01-14 9:36:08,810,2021-01-13 9:36:06,5,FLAGGED,13,600056d6bd4dff11dda90a3f
6000d4900a7214ad4c000064,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14 18:32:32,2021-01-14 18:32:32,2021-01-14 18:32:33,2021-01-14 18:32:33,2021-01-14 18:32:33,350,2021-01-06 19:00:00,1,FINISHED,10,6000d46cfb296c121a81b20c
6000d4bc0a7214ad4c000070,,,2021-01-14 18:33:16,2021-01-14 18:33:16,,2021-01-14 18:33:17,,8700,2021-02-14 18:33:17,10,FLAGGED,290,6000d46cfb296c121a81b20c
600082b40a720f05f3000058,,,2021-01-14 12:43:16,2021-01-14 12:43:16,,2021-01-14 12:46:31,,,2021-01-13 19:00:00,4,REJECTED,4,5e56d38507a0df22a15dfc85
6000d4ac0a7214ad4c000069,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14 18:33:00,2021-01-14 18:33:00,2021-01-14 18:33:01,2021-01-14 18:33:05,2021-01-14 18:33:01,250,2021-01-13 19:00:00,3,FINISHED,23,6000d4abe2571211db395b5c
600056da0a720f05f3000048,5,All-receipts receipt bonus,2021-01-14 9:36:10,2021-01-14 9:36:10,2021-01-14 9:36:11,2021-01-14 9:36:16,2021-01-14 9:36:10,5,2021-01-13 9:36:10,2,FINISHED,11,600056a3f7e5b011fce897b0
6000b8590a7214ad4c000057,5,All-receipts receipt bonus,2021-01-14 16:32:09,2021-01-14 16:32:09,2021-01-14 16:32:10,2021-01-14 16:32:10,2021-01-14 16:32:10,5,2021-01-13 16:32:09,4,FINISHED,18.2,6000b7aefb296c121a8198b1
600056ea0a720f05f300004b,25,COMPLETE_NONPARTNER_RECEIPT,2021-01-14 9:36:26,2021-01-14 9:36:26,,2021-01-14 9:36:26,,25,2021-01-13 9:36:26,1,FLAGGED,1,600056a3f7e5b011fce897b0
600205f60a7214ad4c00007b,,,2021-01-15 16:15:32,2021-01-15 16:15:32,,2021-01-15 16:15:32,,,,,SUBMITTED,,6000b75bbe5fc96dfee1d4d3
